Record_ID,Year,Month,Quarter,Model,Variant,Category,List_Price,Promo_Discount_Percent,Promo_Price,Available_Stock,Avg_Daily_Sales,Days_of_Supply,Stock_Status,Import_Cost,Profit_Margin
1118,2024,9,Q3,C-HR,LE,SUV,98209,3,95262,35,2,17,Balanced,54014,44194
1119,2024,9,Q3,C-HR,XLE,SUV,106066,3,102884,5,1,5,Low,58336,47729
1120,2024,9,Q3,Supra,2.0,Sports,298899,0,298899,59,1,59,Full,164394,134504
1121,2024,9,Q3,Supra,3.0,Sports,322811,0,322811,55,2,27,Balanced,177546,145264
1122,2024,9,Q3,Supra,A91 Edition,Sports,346723,7,322452,71,2,35,Balanced,190697,156025
1123,2024,10,Q4,Camry,LE,Sedan,108970,15,92624,82,2,41,Balanced,59933,49036
1124,2024,10,Q4,Camry,SE,Sedan,117687,0,117687,18,1,18,Balanced,64727,52959
1125,2024,10,Q4,Camry,XLE,Sedan,126405,0,126405,23,1,23,Balanced,69522,56882
1126,2024,10,Q4,Camry,Hybrid LE,Sedan,135122,0,135122,83,2,41,Balanced,74317,60804
1127,2024,10,Q4,Camry,Hybrid XLE,Sedan,143840,5,136648,50,1,50,Full,79112,64728
1128,2024,10,Q4,Corolla,XLI,Sedan,83330,7,77496,22,1,22,Balanced,45831,37498
1129,2024,10,Q4,Corolla,GLI,Sedan,89996,0,89996,70,1,70,Full,49497,40498
1130,2024,10,Q4,Corolla,SE,Sedan,96662,10,86995,56,2,28,Balanced,53164,43497
1131,2024,10,Q4,Corolla,Hybrid,Sedan,103329,10,92996,53,2,26,Balanced,56830,46498
1132,2024,10,Q4,Land Cruiser,GX,SUV,245716,5,233430,25,1,25,Balanced,135143,110572
1133,2024,10,Q4,Land Cruiser,VX,SUV,265374,0,265374,43,1,43,Balanced,145955,119418
1134,2024,10,Q4,Land Cruiser,VXR,SUV,285031,0,285031,45,2,22,Balanced,156767,128263
1135,2024,10,Q4,Land Cruiser,GR Sport,SUV,304688,3,295547,58,1,58,Full,167578,137109
1136,2024,10,Q4,RAV4,LE,SUV,112175,3,108809,50,1,50,Full,61696,50478
1137,2024,10,Q4,RAV4,XLE,SUV,121149,0,121149,5,1,5,Low,66631,54517
1138,2024,10,Q4,RAV4,Adventure,SUV,130123,7,121014,51,1,51,Full,71567,58555
1139,2024,10,Q4,RAV4,Hybrid,SUV,139097,0,139097,78,3,26,Balanced,76503,62593
1140,2024,10,Q4,Hilux,GL,Pickup,90808,0,90808,52,2,26,Balanced,49944,40863
1141,2024,10,Q4,Hilux,SR5,Pickup,98073,3,95130,33,1,33,Balanced,53940,44132
1142,2024,10,Q4,Hilux,TRD,Pickup,105337,7,97963,67,1,67,Full,57935,47401
1143,2024,10,Q4,Fortuner,GX,SUV,144225,0,144225,45,1,45,Full,79323,64901
1144,2024,10,Q4,Fortuner,VX,SUV,155763,0,155763,42,1,42,Balanced,85669,70093
1145,2024,10,Q4,Fortuner,TRD Sportivo,SUV,167301,5,158935,37,1,37,Balanced,92015,75285
1146,2024,10,Q4,Yaris,Y,Hatchback,61963,3,60104,42,1,42,Balanced,34079,27883
1147,2024,10,Q4,Yaris,Y+,Hatchback,66920,0,66920,56,1,56,Full,36806,30114
1148,2024,10,Q4,Yaris,GL,Hatchback,71877,3,69720,40,1,40,Balanced,39532,32344
1149,2024,10,Q4,Avalon,XLE,Sedan,154908,5,147162,34,1,34,Balanced,85199,69708
1150,2024,10,Q4,Avalon,Limited,Sedan,167301,0,167301,73,2,36,Balanced,92015,75285
1151,2024,10,Q4,Avalon,Touring,Sedan,179693,0,179693,66,2,33,Balanced,98831,80861
1152,2024,10,Q4,C-HR,LE,SUV,98286,0,98286,51,1,51,Full,54057,44228
1153,2024,10,Q4,C-HR,XLE,SUV,106149,10,95534,86,5,17,Balanced,58381,47767
1154,2024,10,Q4,Supra,2.0,Sports,299133,3,290159,66,2,33,Balanced,164523,134609
1155,2024,10,Q4,Supra,3.0,Sports,323064,5,306910,41,1,41,Balanced,177685,145378
1156,2024,10,Q4,Supra,A91 Edition,Sports,346994,0,346994,27,1,27,Balanced,190846,156147
1157,2024,11,Q4,Camry,LE,Sedan,109055,10,98149,46,1,46,Full,59980,49074
1158,2024,11,Q4,Camry,SE,Sedan,117779,0,117779,26,1,26,Balanced,64778,53000
1159,2024,11,Q4,Camry,XLE,Sedan,126503,7,117647,47,1,47,Full,69576,56926
1160,2024,11,Q4,Camry,Hybrid LE,Sedan,135228,0,135228,60,2,30,Balanced,74375,60852
1161,2024,11,Q4,Camry,Hybrid XLE,Sedan,143952,5,136754,20,1,20,Balanced,79173,64778
1162,2024,11,Q4,Corolla,XLI,Sedan,83395,7,77557,74,4,18,Balanced,45867,37527
1163,2024,11,Q4,Corolla,GLI,Sedan,90066,5,85562,75,2,37,Balanced,49536,40529
1164,2024,11,Q4,Corolla,SE,Sedan,96738,5,91901,78,2,39,Balanced,53205,43532
1165,2024,11,Q4,Corolla,Hybrid,Sedan,103409,10,93068,55,1,55,Full,56874,46534
1166,2024,11,Q4,Land Cruiser,GX,SUV,245908,15,209021,17,1,17,Balanced,135249,110658
1167,2024,11,Q4,Land Cruiser,VX,SUV,265581,3,257613,22,1,22,Balanced,146069,119511
1168,2024,11,Q4,Land Cruiser,VXR,SUV,285253,15,242465,6,1,6,Low,156889,128363
1169,2024,11,Q4,Land Cruiser,GR Sport,SUV,304926,3,295778,43,1,43,Balanced,167709,137216
1170,2024,11,Q4,RAV4,LE,SUV,112262,3,108894,72,3,24,Balanced,61744,50517
1171,2024,11,Q4,RAV4,XLE,SUV,121243,7,112755,56,2,28,Balanced,66683,54559
1172,2024,11,Q4,RAV4,Adventure,SUV,130224,5,123712,37,1,37,Balanced,71623,58600
1173,2024,11,Q4,RAV4,Hybrid,SUV,139205,5,132244,62,2,31,Balanced,76562,62642
1174,2024,11,Q4,Hilux,GL,Pickup,90879,3,88152,34,1,34,Balanced,49983,40895
1175,2024,11,Q4,Hilux,SR5,Pickup,98149,0,98149,69,2,34,Balanced,53981,44167
1176,2024,11,Q4,Hilux,TRD,Pickup,105419,0,105419,64,3,21,Balanced,57980,47438
1177,2024,11,Q4,Fortuner,GX,SUV,144337,10,129903,40,1,40,Balanced,79385,64951
1178,2024,11,Q4,Fortuner,VX,SUV,155884,7,144972,46,2,23,Balanced,85736,70147
1179,2024,11,Q4,Fortuner,TRD Sportivo,SUV,167431,3,162408,54,1,54,Full,92087,75343
1180,2024,11,Q4,Yaris,Y,Hatchback,62011,0,62011,31,1,31,Balanced,34106,27904
1181,2024,11,Q4,Yaris,Y+,Hatchback,66972,0,66972,43,2,21,Balanced,36834,30137
1182,2024,11,Q4,Yaris,GL,Hatchback,71933,0,71933,9,1,9,Low,39563,32369
1183,2024,11,Q4,Avalon,XLE,Sedan,155029,7,144176,40,1,40,Balanced,85265,69763
1184,2024,11,Q4,Avalon,Limited,Sedan,167431,5,159059,46,1,46,Full,92087,75343
1185,2024,11,Q4,Avalon,Touring,Sedan,179833,3,174438,89,2,44,Balanced,98908,80924
1186,2024,11,Q4,C-HR,LE,SUV,98363,0,98363,52,1,52,Full,54099,44263
1187,2024,11,Q4,C-HR,XLE,SUV,106232,0,106232,75,2,37,Balanced,58427,47804
1188,2024,11,Q4,Supra,2.0,Sports,299366,7,278410,49,1,49,Full,164651,134714
1189,2024,11,Q4,Supra,3.0,Sports,323316,3,313616,24,1,24,Balanced,177823,145492
1190,2024,11,Q4,Supra,A91 Edition,Sports,347265,0,347265,45,1,45,Full,190995,156269
1191,2024,12,Q4,Camry,LE,Sedan,109140,0,109140,43,1,43,Balanced,60027,49113
1192,2024,12,Q4,Camry,SE,Sedan,117871,15,100190,46,1,46,Full,64829,53041
1193,2024,12,Q4,Camry,XLE,Sedan,126602,5,120271,36,1,36,Balanced,69631,56970
1194,2024,12,Q4,Camry,Hybrid LE,Sedan,135333,0,135333,55,2,27,Balanced,74433,60899
1195,2024,12,Q4,Camry,Hybrid XLE,Sedan,144064,0,144064,63,2,31,Balanced,79235,64828
1196,2024,12,Q4,Corolla,XLI,Sedan,83460,5,79287,93,5,18,Balanced,45903,37557
1197,2024,12,Q4,Corolla,GLI,Sedan,90136,3,87431,52,2,26,Balanced,49574,40561
1198,2024,12,Q4,Corolla,SE,Sedan,96813,0,96813,66,2,33,Balanced,53247,43565
1199,2024,12,Q4,Corolla,Hybrid,Sedan,103490,0,103490,37,1,37,Balanced,56919,46570
1200,2024,12,Q4,Land Cruiser,GX,SUV,246100,15,209185,59,2,29,Balanced,135355,110745
1201,2024,12,Q4,Land Cruiser,VX,SUV,265788,0,265788,59,2,29,Balanced,146183,119604
1202,2024,12,Q4,Land Cruiser,VXR,SUV,285476,0,285476,5,1,5,Low,157011,128464
1203,2024,12,Q4,Land Cruiser,GR Sport,SUV,305164,0,305164,65,3,21,Balanced,167840,137323
1204,2024,12,Q4,RAV4,LE,SUV,112350,0,112350,47,2,23,Balanced,61792,50557
1205,2024,12,Q4,RAV4,XLE,SUV,121338,0,121338,67,2,33,Balanced,66735,54602
1206,2024,12,Q4,RAV4,Adventure,SUV,130326,0,130326,55,3,18,Balanced,71679,58646
1207,2024,12,Q4,RAV4,Hybrid,SUV,139314,10,125382,18,1,18,Balanced,76622,62691
1208,2024,12,Q4,Hilux,GL,Pickup,90950,10,81855,45,1,45,Full,50022,40927
1209,2024,12,Q4,Hilux,SR5,Pickup,98226,5,93314,56,2,28,Balanced,54024,44201
1210,2024,12,Q4,Hilux,TRD,Pickup,105502,5,100226,95,2,47,Full,58026,47475
1211,2024,12,Q4,Fortuner,GX,SUV,144450,5,137227,66,1,66,Full,79447,65002
1212,2024,12,Q4,Fortuner,VX,SUV,156006,0,156006,34,1,34,Balanced,85803,70202
1213,2024,12,Q4,Fortuner,TRD Sportivo,SUV,167562,0,167562,62,1,62,Full,92159,75402
1214,2024,12,Q4,Yaris,Y,Hatchback,62060,5,58957,43,1,43,Balanced,34133,27927
1215,2024,12,Q4,Yaris,Y+,Hatchback,67024,15,56970,19,1,19,Balanced,36863,30160
1216,2024,12,Q4,Yaris,GL,Hatchback,71989,0,71989,66,1,66,Full,39593,32395
1217,2024,12,Q4,Avalon,XLE,Sedan,155150,5,147392,43,1,43,Balanced,85332,69817
1218,2024,12,Q4,Avalon,Limited,Sedan,167562,0,167562,63,2,31,Balanced,92159,75402
1219,2024,12,Q4,Avalon,Touring,Sedan,179974,0,179974,41,1,41,Balanced,98985,80988
1220,2024,12,Q4,C-HR,LE,SUV,98440,15,83674,34,1,34,Balanced,54142,44298
1221,2024,12,Q4,C-HR,XLE,SUV,106315,0,106315,54,2,27,Balanced,58473,47841
1222,2024,12,Q4,Supra,2.0,Sports,299600,5,284620,31,1,31,Balanced,164780,134820
1223,2024,12,Q4,Supra,3.0,Sports,323568,7,300918,59,2,29,Balanced,177962,145605
1224,2024,12,Q4,Supra,A91 Edition,Sports,347536,0,347536,64,1,64,Full,191144,156391
1225,2025,1,Q1,Camry,LE,Sedan,111265,0,111265,15,1,15,Balanced,61195,50069
1226,2025,1,Q1,Camry,SE,Sedan,120166,5,114157,31,1,31,Balanced,66091,54074
1227,2025,1,Q1,Camry,XLE,Sedan,129067,3,125194,70,4,17,Balanced,70986,58080
1228,2025,1,Q1,Camry,Hybrid LE,Sedan,137968,7,128310,37,1,37,Balanced,75882,62085
1229,2025,1,Q1,Camry,Hybrid XLE,Sedan,146869,7,136588,61,1,61,Full,80777,66091
1230,2025,1,Q1,Corolla,XLI,Sedan,85085,3,82532,70,2,35,Balanced,46796,38288
1231,2025,1,Q1,Corolla,GLI,Sedan,91891,15,78107,38,1,38,Balanced,50540,41350
1232,2025,1,Q1,Corolla,SE,Sedan,98698,5,93763,51,1,51,Full,54283,44414
1233,2025,1,Q1,Corolla,Hybrid,Sedan,105505,0,105505,70,2,35,Balanced,58027,47477
1234,2025,1,Q1,Land Cruiser,GX,SUV,250891,0,250891,54,1,54,Full,137990,112900
1235,2025,1,Q1,Land Cruiser,VX,SUV,270963,0,270963,47,1,47,Full,149029,121933
1236,2025,1,Q1,Land Cruiser,VXR,SUV,291034,0,291034,90,3,30,Balanced,160068,130965
1237,2025,1,Q1,Land Cruiser,GR Sport,SUV,311105,0,311105,47,1,47,Full,171107,139997
1238,2025,1,Q1,RAV4,LE,SUV,114537,5,108810,79,3,26,Balanced,62995,51541
1239,2025,1,Q1,RAV4,XLE,SUV,123700,7,115040,60,1,60,Full,68035,55665
1240,2025,1,Q1,RAV4,Adventure,SUV,132863,0,132863,42,1,42,Balanced,73074,59788
1241,2025,1,Q1,RAV4,Hybrid,SUV,142026,15,120722,52,2,26,Balanced,78114,63911
1242,2025,1,Q1,Hilux,GL,Pickup,92720,15,78812,88,3,29,Balanced,50996,41724
1243,2025,1,Q1,Hilux,SR5,Pickup,100138,3,97133,45,2,22,Balanced,55075,45062
1244,2025,1,Q1,Hilux,TRD,Pickup,107556,0,107556,32,1,32,Balanced,59155,48400
1245,2025,1,Q1,Fortuner,GX,SUV,147262,5,139898,47,3,15,Balanced,80994,66267
1246,2025,1,Q1,Fortuner,VX,SUV,159043,0,159043,54,1,54,Full,87473,71569
1247,2025,1,Q1,Fortuner,TRD Sportivo,SUV,170824,10,153741,79,2,39,Balanced,93953,76870
1248,2025,1,Q1,Yaris,Y,Hatchback,63268,0,63268,54,1,54,Full,34797,28470
1249,2025,1,Q1,Yaris,Y+,Hatchback,68329,0,68329,86,2,43,Balanced,37580,30748
1250,2025,1,Q1,Yaris,GL,Hatchback,73391,5,69721,49,1,49,Full,40365,33025
1251,2025,1,Q1,Avalon,XLE,Sedan,158170,0,158170,84,2,42,Balanced,86993,71176
1252,2025,1,Q1,Avalon,Limited,Sedan,170824,0,170824,72,3,24,Balanced,93953,76870
1253,2025,1,Q1,Avalon,Touring,Sedan,183478,0,183478,43,2,21,Balanced,100912,82565
1254,2025,1,Q1,C-HR,LE,SUV,100356,0,100356,65,1,65,Full,55195,45160
1255,2025,1,Q1,C-HR,XLE,SUV,108385,3,105133,53,2,26,Balanced,59611,48773
1256,2025,1,Q1,Supra,2.0,Sports,305433,3,296270,69,2,34,Balanced,167988,137444
1257,2025,1,Q1,Supra,3.0,Sports,329868,7,306777,52,2,26,Balanced,181427,148440
1258,2025,1,Q1,Supra,A91 Edition,Sports,354302,0,354302,48,1,48,Full,194866,159435
1259,2025,2,Q1,Camry,LE,Sedan,111349,15,94646,98,2,49,Full,61241,50107
1260,2025,2,Q1,Camry,SE,Sedan,120257,0,120257,80,3,26,Balanced,66141,54115
1261,2025,2,Q1,Camry,XLE,Sedan,129165,5,122706,46,1,46,Full,71040,58124
1262,2025,2,Q1,Camry,Hybrid LE,Sedan,138074,0,138074,49,2,24,Balanced,75940,62133
1263,2025,2,Q1,Camry,Hybrid XLE,Sedan,146982,0,146982,47,1,47,Full,80840,66141
1264,2025,2,Q1,Corolla,XLI,Sedan,85149,3,82594,62,2,31,Balanced,46831,38317
1265,2025,2,Q1,Corolla,GLI,Sedan,91961,3,89202,58,2,29,Balanced,50578,41382
1266,2025,2,Q1,Corolla,SE,Sedan,98773,7,91858,67,1,67,Full,54325,44447
1267,2025,2,Q1,Corolla,Hybrid,Sedan,105585,7,98194,55,2,27,Balanced,58071,47513
1268,2025,2,Q1,Land Cruiser,GX,SUV,251083,3,243550,69,2,34,Balanced,138095,112987
1269,2025,2,Q1,Land Cruiser,VX,SUV,271170,0,271170,58,2,29,Balanced,149143,122026
1270,2025,2,Q1,Land Cruiser,VXR,SUV,291256,10,262130,51,1,51,Full,160190,131065
1271,2025,2,Q1,Land Cruiser,GR Sport,SUV,311343,0,311343,54,2,27,Balanced,171238,140104
1272,2025,2,Q1,RAV4,LE,SUV,114624,15,97430,44,1,44,Balanced,63043,51580
1273,2025,2,Q1,RAV4,XLE,SUV,123794,5,117604,63,2,31,Balanced,68086,55707
1274,2025,2,Q1,RAV4,Adventure,SUV,132965,7,123657,53,1,53,Full,73130,59834
1275,2025,2,Q1,RAV4,Hybrid,SUV,142135,0,142135,62,1,62,Full,78174,63960
1276,2025,2,Q1,Hilux,GL,Pickup,92791,15,78872,39,1,39,Balanced,51035,41755
1277,2025,2,Q1,Hilux,SR5,Pickup,100214,0,100214,38,1,38,Balanced,55117,45096
1278,2025,2,Q1,Hilux,TRD,Pickup,107638,0,107638,39,1,39,Balanced,59200,48437
1279,2025,2,Q1,Fortuner,GX,SUV,147375,0,147375,63,3,21,Balanced,81056,66318
1280,2025,2,Q1,Fortuner,VX,SUV,159164,7,148022,37,2,18,Balanced,87540,71623
1281,2025,2,Q1,Fortuner,TRD Sportivo,SUV,170954,15,145310,63,1,63,Full,94024,76929
1282,2025,2,Q1,Yaris,Y,Hatchback,63316,7,58883,67,2,33,Balanced,34823,28492
1283,2025,2,Q1,Yaris,Y+,Hatchback,68382,0,68382,51,1,51,Full,37610,30771
1284,2025,2,Q1,Yaris,GL,Hatchback,73447,0,73447,40,1,40,Balanced,40395,33051
1285,2025,2,Q1,Avalon,XLE,Sedan,158291,10,142461,39,1,39,Balanced,87060,71230
1286,2025,2,Q1,Avalon,Limited,Sedan,170954,0,170954,83,3,27,Balanced,94024,76929
1287,2025,2,Q1,Avalon,Touring,Sedan,183618,0,183618,62,3,20,Balanced,100989,82628
1288,2025,2,Q1,C-HR,LE,SUV,100433,0,100433,57,2,28,Balanced,55238,45194
1289,2025,2,Q1,C-HR,XLE,SUV,108467,10,97620,61,3,20,Balanced,59656,48810
1290,2025,2,Q1,Supra,2.0,Sports,305666,7,284269,67,1,67,Full,168116,137549
1291,2025,2,Q1,Supra,3.0,Sports,330119,15,280601,82,4,20,Balanced,181565,148553
1292,2025,2,Q1,Supra,A91 Edition,Sports,354573,0,354573,64,3,21,Balanced,195015,159557
1293,2025,3,Q1,Camry,LE,Sedan,111435,7,103634,31,1,31,Balanced,61289,50145
1294,2025,3,Q1,Camry,SE,Sedan,120349,3,116738,17,1,17,Balanced,66191,54157
1295,2025,3,Q1,Camry,XLE,Sedan,129264,3,125386,49,1,49,Full,71095,58168
1296,2025,3,Q1,Camry,Hybrid LE,Sedan,138179,0,138179,30,1,30,Balanced,75998,62180
1297,2025,3,Q1,Camry,Hybrid XLE,Sedan,147094,0,147094,45,2,22,Balanced,80901,66192
1298,2025,3,Q1,Corolla,XLI,Sedan,85215,10,76693,70,3,23,Balanced,46868,38346
1299,2025,3,Q1,Corolla,GLI,Sedan,92032,3,89271,45,1,45,Full,50617,41414
1300,2025,3,Q1,Corolla,SE,Sedan,98849,15,84021,71,1,71,Full,54366,44482
1301,2025,3,Q1,Corolla,Hybrid,Sedan,105666,0,105666,62,1,62,Full,58116,47549
1302,2025,3,Q1,Land Cruiser,GX,SUV,251275,0,251275,43,1,43,Balanced,138201,113073
1303,2025,3,Q1,Land Cruiser,VX,SUV,271377,0,271377,58,2,29,Balanced,149257,122119
1304,2025,3,Q1,Land Cruiser,VXR,SUV,291479,15,247757,63,1,63,Full,160313,131165
1305,2025,3,Q1,Land Cruiser,GR Sport,SUV,311581,0,311581,64,3,21,Balanced,171369,140211
1306,2025,3,Q1,RAV4,LE,SUV,114712,0,114712,82,3,27,Balanced,63091,51620
1307,2025,3,Q1,RAV4,XLE,SUV,123889,10,111500,53,1,53,Full,68138,55750
1308,2025,3,Q1,RAV4,Adventure,SUV,133066,10,119759,66,2,33,Balanced,73186,59879
1309,2025,3,Q1,RAV4,Hybrid,SUV,142243,3,137975,43,1,43,Balanced,78233,64009
1310,2025,3,Q1,Hilux,GL,Pickup,92862,7,86361,33,1,33,Balanced,51074,41787
1311,2025,3,Q1,Hilux,SR5,Pickup,100291,0,100291,74,3,24,Balanced,55160,45130
1312,2025,3,Q1,Hilux,TRD,Pickup,107720,3,104488,58,1,58,Full,59246,48474
1313,2025,3,Q1,Fortuner,GX,SUV,147487,0,147487,6,1,6,Low,81117,66369
1314,2025,3,Q1,Fortuner,VX,SUV,159286,7,148135,55,1,55,Full,87607,71678
1315,2025,3,Q1,Fortuner,TRD Sportivo,SUV,171085,15,145422,62,3,20,Balanced,94096,76988
1316,2025,3,Q1,Yaris,Y,Hatchback,63365,10,57028,37,2,18,Balanced,34850,28514
1317,2025,3,Q1,Yaris,Y+,Hatchback,68434,0,68434,57,2,28,Balanced,37638,30795
1318,2025,3,Q1,Yaris,GL,Hatchback,73503,0,73503,48,1,48,Full,40426,33076
1319,2025,3,Q1,Avalon,XLE,Sedan,158412,10,142570,37,1,37,Balanced,87126,71285
1320,2025,3,Q1,Avalon,Limited,Sedan,171085,5,162530,45,2,22,Balanced,94096,76988
1321,2025,3,Q1,Avalon,Touring,Sedan,183758,15,156194,70,3,23,Balanced,101066,82691
1322,2025,3,Q1,C-HR,LE,SUV,100510,0,100510,24,1,24,Balanced,55280,45229
1323,2025,3,Q1,C-HR,XLE,SUV,108550,0,108550,66,2,33,Balanced,59702,48847
1324,2025,3,Q1,Supra,2.0,Sports,305900,0,305900,56,2,28,Balanced,168245,137655
1325,2025,3,Q1,Supra,3.0,Sports,330372,7,307245,18,1,18,Balanced,181704,148667
1326,2025,3,Q1,Supra,A91 Edition,Sports,354844,10,319359,30,1,30,Balanced,195164,159679
1327,2025,4,Q2,Camry,LE,Sedan,111520,7,103713,66,2,33,Balanced,61336,50184
1328,2025,4,Q2,Camry,SE,Sedan,120441,10,108396,30,1,30,Balanced,66242,54198
1329,2025,4,Q2,Camry,XLE,Sedan,129363,0,129363,60,1,60,Full,71149,58213
1330,2025,4,Q2,Camry,Hybrid LE,Sedan,138284,0,138284,46,2,23,Balanced,76056,62227
1331,2025,4,Q2,Camry,Hybrid XLE,Sedan,147206,10,132485,42,1,42,Balanced,80963,66242
1332,2025,4,Q2,Corolla,XLI,Sedan,85280,0,85280,97,2,48,Full,46904,38376
1333,2025,4,Q2,Corolla,GLI,Sedan,92102,5,87496,55,1,55,Full,50656,41445
1334,2025,4,Q2,Corolla,SE,Sedan,98924,7,91999,42,1,42,Balanced,54408,44515
1335,2025,4,Q2,Corolla,Hybrid,Sedan,105747,5,100459,50,2,25,Balanced,58160,47586
1336,2025,4,Q2,Land Cruiser,GX,SUV,251466,5,238892,49,2,24,Balanced,138306,113159
1337,2025,4,Q2,Land Cruiser,VX,SUV,271584,0,271584,32,1,32,Balanced,149371,122212
1338,2025,4,Q2,Land Cruiser,VXR,SUV,291701,5,277115,41,1,41,Balanced,160435,131265
1339,2025,4,Q2,Land Cruiser,GR Sport,SUV,311818,10,280636,63,2,31,Balanced,171499,140318
1340,2025,4,Q2,RAV4,LE,SUV,114800,3,111356,63,3,21,Balanced,63140,51660
1341,2025,4,Q2,RAV4,XLE,SUV,123983,5,117783,50,3,16,Balanced,68190,55792
1342,2025,4,Q2,RAV4,Adventure,SUV,133168,0,133168,39,1,39,Balanced,73242,59925
1343,2025,4,Q2,RAV4,Hybrid,SUV,142352,5,135234,43,1,43,Balanced,78293,64058
1344,2025,4,Q2,Hilux,GL,Pickup,92933,5,88286,68,1,68,Full,51113,41819
1345,2025,4,Q2,Hilux,SR5,Pickup,100368,3,97356,46,1,46,Full,55202,45165
1346,2025,4,Q2,Hilux,TRD,Pickup,107802,10,97021,72,3,24,Balanced,59291,48510
1347,2025,4,Q2,Fortuner,GX,SUV,147600,10,132840,37,1,37,Balanced,81180,66420
1348,2025,4,Q2,Fortuner,VX,SUV,159408,0,159408,30,1,30,Balanced,87674,71733
1349,2025,4,Q2,Fortuner,TRD Sportivo,SUV,171216,5,162655,45,2,22,Balanced,94168,77047
1350,2025,4,Q2,Yaris,Y,Hatchback,63413,0,63413,48,1,48,Full,34877,28535
1351,2025,4,Q2,Yaris,Y+,Hatchback,68486,7,63691,19,1,19,Balanced,37667,30818
1352,2025,4,Q2,Yaris,GL,Hatchback,73559,10,66203,35,2,17,Balanced,40457,33101
1353,2025,4,Q2,Avalon,XLE,Sedan,158533,15,134753,36,1,36,Balanced,87193,71339
1354,2025,4,Q2,Avalon,Limited,Sedan,171216,10,154094,13,1,13,Low,94168,77047
1355,2025,4,Q2,Avalon,Touring,Sedan,183898,3,178381,39,1,39,Balanced,101143,82754
1356,2025,4,Q2,C-HR,LE,SUV,100586,0,100586,48,2,24,Balanced,55322,45263
1357,2025,4,Q2,C-HR,XLE,SUV,108633,0,108633,40,1,40,Balanced,59748,48884
1358,2025,4,Q2,Supra,2.0,Sports,306133,5,290826,75,1,75,Full,168373,137759
1359,2025,4,Q2,Supra,3.0,Sports,330624,3,320705,42,1,42,Balanced,181843,148780
1360,2025,4,Q2,Supra,A91 Edition,Sports,355114,10,319602,83,2,41,Balanced,195312,159801
1361,2025,5,Q2,Camry,LE,Sedan,111605,0,111605,26,1,26,Balanced,61382,50222
1362,2025,5,Q2,Camry,SE,Sedan,120533,0,120533,31,1,31,Balanced,66293,54239
1363,2025,5,Q2,Camry,XLE,Sedan,129461,10,116514,47,1,47,Full,71203,58257
1364,2025,5,Q2,Camry,Hybrid LE,Sedan,138390,5,131470,43,1,43,Balanced,76114,62275
1365,2025,5,Q2,Camry,Hybrid XLE,Sedan,147318,3,142898,15,1,15,Balanced,81024,66293
1366,2025,5,Q2,Corolla,XLI,Sedan,85345,0,85345,78,1,78,Full,46939,38405
1367,2025,5,Q2,Corolla,GLI,Sedan,92172,7,85719,5,1,5,Low,50694,41477
1368,2025,5,Q2,Corolla,SE,Sedan,99000,7,92070,70,3,23,Balanced,54450,44550
1369,2025,5,Q2,Corolla,Hybrid,Sedan,105827,3,102652,49,1,49,Full,58204,47622
1370,2025,5,Q2,Land Cruiser,GX,SUV,251658,0,251658,79,4,19,Balanced,138411,113246
1371,2025,5,Q2,Land Cruiser,VX,SUV,271791,10,244611,37,1,37,Balanced,149485,122305
1372,2025,5,Q2,Land Cruiser,VXR,SUV,291923,10,262730,74,2,37,Balanced,160557,131365
1373,2025,5,Q2,Land Cruiser,GR Sport,SUV,312056,0,312056,25,1,25,Balanced,171630,140425
1374,2025,5,Q2,RAV4,LE,SUV,114887,5,109142,42,1,42,Balanced,63187,51699
1375,2025,5,Q2,RAV4,XLE,SUV,124078,7,115392,22,1,22,Balanced,68242,55835
1376,2025,5,Q2,RAV4,Adventure,SUV,133269,5,126605,53,1,53,Full,73297,59971
1377,2025,5,Q2,RAV4,Hybrid,SUV,142460,0,142460,53,2,26,Balanced,78353,64107
1378,2025,5,Q2,Hilux,GL,Pickup,93004,3,90213,43,1,43,Balanced,51152,41851
1379,2025,5,Q2,Hilux,SR5,Pickup,100444,10,90399,62,1,62,Full,55244,45199
1380,2025,5,Q2,Hilux,TRD,Pickup,107884,3,104647,61,3,20,Balanced,59336,48547
1381,2025,5,Q2,Fortuner,GX,SUV,147712,0,147712,42,1,42,Balanced,81241,66470
1382,2025,5,Q2,Fortuner,VX,SUV,159529,0,159529,67,1,67,Full,87740,71788
1383,2025,5,Q2,Fortuner,TRD Sportivo,SUV,171346,0,171346,52,2,26,Balanced,94240,77105
1384,2025,5,Q2,Yaris,Y,Hatchback,63461,0,63461,50,2,25,Balanced,34903,28557
1385,2025,5,Q2,Yaris,Y+,Hatchback,68538,7,63740,70,4,17,Balanced,37695,30842
1386,2025,5,Q2,Yaris,GL,Hatchback,73615,3,71406,63,1,63,Full,40488,33126
1387,2025,5,Q2,Avalon,XLE,Sedan,158654,0,158654,70,1,70,Full,87259,71394
1388,2025,5,Q2,Avalon,Limited,Sedan,171346,0,171346,25,1,25,Balanced,94240,77105
1389,2025,5,Q2,Avalon,Touring,Sedan,184038,3,178516,70,4,17,Balanced,101220,82817
1390,2025,5,Q2,C-HR,LE,SUV,100663,10,90596,21,1,21,Balanced,55364,45298
1391,2025,5,Q2,C-HR,XLE,SUV,108716,7,101105,80,3,26,Balanced,59793,48922
